1,old,1
2,old,1
3,old,1
4,old,1
5,old,1
6,old,1
6,new,1
6,new,1
7,old,1
7,new,1
8,old,1
9,old,1
10,old,1
12,old,1
13,old,1
14,old,1
15,old,1
16,old,1
17,old,1
17,old,1
17,new,1
17,new,1
18,old,1
19,old,1
20,old,1
21,old,1
22,old,1
23,old,1
24,old,1
25,old,1
26,old,1
26,new,1
26,new,1
26,new,1
27,old,1
28,old,1
28,old,1
28,new,1
30,old,1
31,old,1
32,old,1
33,old,1
34,old,1
35,old,1
36,old,1
37,old,1
38,old,1
38,new,1
39,old,1
40,old,1
40,new,1
41,old,1
41,new,1
41,new,1
42,old,1
43,old,1
43,old,1
44,old,1
45,old,1
47,new,1
48,old,1
49,old,1
51,old,1
52,old,1
53,old,1
53,old,1
55,old,1
56,old,1
57,old,1
57,new,1
61,old,1
61,new,1
62,old,1
63,old,1
65,old,1
66,old,1
67,old,1
68,old,1
69,old,1
69,old,1
70,old,1
71,old,1
71,old,1
71,new,1
72,old,1
74,old,1
74,new,1
75,old,1
76,old,1
76,old,1
77,old,1
82,old,1
83,old,1
84,old,1
85,old,1
86,old,1
87,old,1
88,old,1
88,old,1
88,old,1
89,old,1
92,old,1
93,old,1
94,old,1
95,old,1
95,new,1
98,old,1
99,old,1
100,old,1
101,old,1
102,old,1
103,old,1
103,old,1
104,old,1
106,old,1
107,old,1
108,old,1
109,old,1
110,old,1
111,new,1
112,old,1
113,old,1
114,old,1
115,old,1
116,old,1
118,old,1
120,old,1
122,old,1
123,old,1
128,old,1
129,old,1
129,new,1
130,old,1
131,old,1
132,old,1
133,old,1
134,old,1
135,old,1
136,old,1
137,old,1
137,old,1
139,old,1
139,new,1
139,old,1
142,new,1
142,old,1
145,old,1
145,new,1
145,old,1
145,old,1
149,old,1
150,old,1
151,old,1
153,old,1
155,old,1
156,old,1
157,old,1
158,old,1
159,old,1
160,old,1
161,old,1
162,old,1
163,old,1
164,old,1
165,old,1
167,old,1
168,old,1
170,old,1
171,old,1
172,old,1
173,old,1
174,old,1
175,old,1
176,old,1
177,old,1
178,old,1
179,old,1
179,old,1
179,new,1
179,new,1
179,new,1
180,old,1
181,old,1
182,old,1
183,old,1
184,old,1
186,old,1
187,old,1
187,new,1
187,old,1
189,old,1
189,new,1
190,old,1
190,old,1
193,old,1
194,old,1
195,old,1
196,old,1
198,old,1
201,old,1
202,old,1
203,old,1
204,old,1
205,old,1
206,old,1
208,old,1
209,old,1
210,old,1
210,old,1
212,old,1
214,old,1
215,old,1
216,old,1
218,old,1
220,old,1
222,old,1
223,old,1
224,old,1
225,old,1
226,old,1
227,old,1
228,old,1
229,old,1
230,old,1
232,old,1
233,old,1
234,old,1
235,old,1
236,old,1
237,old,1
240,old,1
241,old,1
241,old,1
243,old,1
244,old,1
246,old,1
247,old,1
248,old,1
249,old,1
250,old,1
250,old,1
252,old,1
253,old,1
254,old,1
