0,564.0
2,25.0
6,1338.0
8,26.0
9,7.0
10,71.0
11,23.0
13,293.0
14,1.0
15,23.0
18,3.0
19,1.0
20,938.0
22,4.0
23,1.0
24,210.0
26,66.0
29,25.0
33,227.0
37,686.0
42,68.0
46,2.0
48,73.0
49,22.0
50,1.0
53,20.0
54,715.0
56,64.0
60,33.0
61,238.0
66,468.0
70,17.0
71,26.0
72,1308.0
78,1.0
79,14.0
84,174.0
85,26.0
88,47.0
90,15.0
92,5.0
94,1958.0
99,482.0
101,12.0
103,2.0
116,1.0
119,21.0
121,209.0
127,289.0
130,1.0
132,161.0
134,9.0
135,439.0
142,91.0
146,1338.0
151,7.0
152,22.0
158,269.0
161,696.0
163,1.0
164,1.0
165,77.0
166,59.0
169,315.0
171,2.0
181,198.0
189,7.0
191,82.0
192,3.0
196,54.0
199,220.0
206,13.0
209,2.0
210,181.0
212,150.0
214,80.0
220,331.0
232,1.0
241,543.0
242,245.0
262,42.0
290,356.0
296,6.0
299,47.0
301,44.0
302,8.0
305,398.0
306,159.0
308,3615.0
312,2.0
313,3.0
316,131.0
318,45.0
320,11.0
321,24.0
322,1.0
323,3.0
328,57.0
331,61.0
335,67.0
336,33.0
337,35.0
338,31.0
340,333.0
345,49.0
348,18.0
349,208.0
354,8.0
357,11.0
360,1.0
361,33.0
364,452.0
365,5.0
366,9.0
367,1.0
380,2.0
386,50.0
388,1.0
393,12.0
394,21.0
395,24.0
399,19.0
408,34.0
417,84.0
426,388.0
434,1.0
444,2.0
457,1.0
468,2.0
469,3.0
488,18.0
492,3.0
494,598.0
496,1.0
504,6.0
516,100.0
519,83.0
523,115.0
527,123.0
531,91.0
533,2.0
543,188.0
550,51.0
554,318.0
575,193.0
580,77.0
584,210.0
593,269.0
633,625.0
645,133.0
646,144.0
647,399.0
649,478.0
650,1243.0
652,78.0
659,220.0
660,118.0
662,1368.0
663,318.0
669,52.0
673,850.0
674,25.0
677,311.0
679,1.0
681,74.0
683,108.0
689,82.0
690,1444.0
691,8.0
693,71.0
696,5.0
698,17.0
710,39.0
716,83.0
717,91.0
726,16.0
727,5.0
730,310.0
731,23.0
732,1113.0
733,66.0
738,114.0
742,122.0
745,57.0
746,41.0
747,2.0
749,99.0
750,56.0
754,3.0
756,7.0
757,390.0
758,2.0
760,590.0
761,1427.0
762,114.0
765,217.0
766,111.0
768,9.0
771,913.0
772,115.0
774,272.0
775,106.0
778,17.0
780,1600.0
782,64.0
787,967.0
788,2.0
789,205.0
801,69.0
811,81.0
812,425.0
813,637.0
815,1.0
817,124.0
818,3.0
819,230.0
822,65.0
827,1546.0
833,4.0
834,291.0
846,871.0
849,29.0
853,175.0
859,3.0
873,149.0
891,54.0
899,215.0
904,69.0
906,68.0
909,2.0
913,22.0
916,1.0
931,15.0
932,3.0
933,3.0
936,44.0
938,194.0
940,484.0
941,47.0
945,9.0
951,1.0
962,1.0
964,11.0
965,31.0
969,68.0
970,34.0
973,9.0
975,290.0
980,417.0
985,59.0
988,455.0
997,5.0
1000,1.0
1004,6.0
1014,1003.0
1015,2.0
1018,176.0
1020,1.0
1022,9.0
1026,35.0
1037,39.0
1044,10.0
1046,3.0
1049,1.0
1054,16.0
1057,2.0
1075,1.0
1078,1.0
1079,1.0
1087,10.0
1089,1.0
1099,1.0
1109,2.0
1113,3.0
1114,1.0
1133,1.0
1179,88.0
1204,1.0
1206,512.0
1207,319.0
1213,9.0
1214,237.0
1228,1.0
1229,3.0
1232,210.0
1253,2.0
1265,21.0
1275,7.0
1280,54.0
1317,11.0
1321,33.0
1324,3.0
1335,659.0
1338,1.0
1341,13.0
1358,15.0
1360,1.0
1371,195.0
1379,4.0
1381,12.0
1383,201.0
1402,214.0
1403,346.0
1404,18.0
1408,226.0
1409,83.0
1410,95.0
1412,269.0
1419,4.0
1428,68.0
1531,503.0
1533,277.0
1539,89.0
1540,43.0
1543,5.0
1544,10.0
1551,46.0
1553,36.0
1558,271.0
1560,73.0
1562,576.0
1563,160.0
1564,26.0
1569,58.0
1574,9.0
1575,246.0
1578,144.0
1579,127.0
1584,130.0
1585,22.0
1588,32.0
1591,42.0
1596,124.0
1602,14.0
1603,238.0
1604,168.0
1614,1.0
1617,18.0
1618,1.0
1635,569.0
1636,14.0
1643,43.0
1646,164.0
1650,6.0
1651,478.0
1654,113.0
1655,923.0
1656,85.0
1658,42.0
1659,36.0
1662,512.0
1669,2503.0
1673,2.0
1680,23.0
1688,4.0
1689,6.0
1690,1.0
1692,2.0
1700,1.0
1702,1.0
1710,26.0
1714,2.0
1717,1.0
1718,207.0
1724,2641.0
1728,134.0
1758,171.0
1785,3.0
1806,1.0
1810,116.0
1823,39.0
1832,135.0
1834,184.0
1836,6.0
1844,6.0
1849,1.0
1856,60.0
1858,361.0
1859,7.0
1860,4.0
1872,86.0
1874,137.0
1882,3.0
1883,1.0
1886,69.0
1891,111.0
1895,53.0
1900,40.0
1908,5.0
1912,274.0
1915,5.0
1916,20.0
1925,19.0
1926,163.0
1928,787.0
1929,614.0
1932,184.0
1941,40.0
1943,324.0
1945,894.0
1949,3182.0
1952,103.0
1954,227.0
1959,16.0
1960,15.0
1962,1759.0
1965,201.0
1974,482.0
1980,271.0
1998,48.0
1999,22.0
2001,142.0
2004,196.0
2007,194.0
2012,22.0
2014,114.0
2018,45.0
2022,4.0
2025,395.0
2034,519.0
2035,2.0
2036,96.0
2046,368.0
2047,558.0
2052,189.0
2055,74.0
2061,1086.0
2063,14.0
2072,408.0
2079,330.0
2086,168.0
2091,233.0
2094,9.0
2112,3.0
2118,111.0
2121,32.0
2122,87.0
2133,573.0
2134,168.0
2140,727.0
2145,51.0
2146,102.0
2153,652.0
2165,269.0
2167,24.0
2170,143.0
2173,311.0
2175,35.0
2177,497.0
2184,328.0
2188,422.0
2192,17.0
2193,17.0
2194,983.0
2199,1233.0
2205,350.0
2212,206.0
2219,1107.0
2221,1.0
2231,1021.0
2243,391.0
2251,312.0
2253,661.0
2257,1097.0
2266,140.0
2268,558.0
2273,130.0
2276,1.0
2283,1149.0
2291,1.0
2293,2.0
2295,151.0
2297,443.0
2303,1.0
2307,501.0
2308,154.0
2319,64.0
2321,364.0
2324,29.0
2330,1182.0
2331,107.0
2334,477.0
2335,66.0
2336,5.0
2337,165.0
2344,16.0
2346,52.0
2348,889.0
2349,178.0
2353,20.0
2359,457.0
2362,586.0
2365,276.0
2369,70.0
2371,403.0
2373,36.0
2375,414.0
2378,260.0
2381,116.0
2382,54.0
2391,13.0
2392,323.0
2398,1280.0
2405,342.0
2411,29.0
2415,328.0
2416,112.0
2417,172.0
2421,27.0
2427,14.0
2450,25.0
2452,1.0
2455,366.0
2470,8.0
2473,43.0
2476,50.0
2482,22.0
2483,157.0
2486,117.0
2490,6.0
2495,1093.0
2501,34.0
2508,16.0
2509,46.0
2513,802.0
2515,3.0
2527,282.0
2530,239.0
2535,5.0
2537,1.0
2543,136.0
2552,490.0
2566,2.0
2569,61.0
2574,13.0
2577,494.0
2585,1.0
2590,234.0
2591,1.0
2592,76.0
2599,480.0
2601,2.0
2602,164.0
2606,4.0
2610,2.0
2615,28.0
2616,167.0
2622,46.0
2629,2.0
2632,21.0
2634,9.0
2635,153.0
2636,200.0
2648,80.0
2649,60.0
2652,487.0
2656,4.0
2658,41.0
2660,13.0
2664,1.0
2669,4.0
2681,2.0
2694,12.0
2701,2.0
2707,19.0
2726,11.0
2730,18.0
2735,2.0
2760,27.0
2770,7.0
2780,1.0
2784,57.0
2794,1.0
2804,64.0
2821,4.0
2823,198.0
2837,115.0
2845,11.0
2847,22.0
2884,1.0
2885,1.0
2900,2.0
2903,1.0
2904,5.0
2918,54.0
2927,1171.0
2928,5.0
2934,621.0
2935,9.0
2941,882.0
2945,65.0
2946,5.0
2955,185.0
2957,7.0
2958,848.0
2961,2082.0
2967,4.0
2968,2.0
2975,829.0
2980,910.0
2996,918.0
3004,3303.0
3009,230.0
3022,58.0
3026,373.0
3029,54.0
3037,399.0
3041,31.0
3085,185.0
3094,853.0
3130,610.0
3138,13.0
3141,2537.0
3142,20.0
3144,645.0
3146,123.0
3147,2129.0
3152,11.0
3154,1324.0
3158,392.0
3159,2.0
3161,66.0
3162,3.0
3167,2000.0
3170,5.0
3171,11.0
3175,25.0
3177,1.0
3178,1290.0
3340,1.0
3383,10.0
3388,13.0
3403,414.0
3404,215.0
3412,216.0
3424,164.0
3426,398.0
3438,7.0
3440,21.0
3459,110.0
3468,284.0
3473,180.0
3478,233.0
3488,4.0
3497,3.0
3498,80.0
3512,18.0
3520,2.0
3521,49.0
3527,254.0
3552,38.0
3554,40.0
3572,7.0
3585,136.0
3586,4.0
3591,15.0
3605,1.0
3623,102.0
3633,8.0
3640,71.0
3641,339.0
3643,45.0
3650,219.0
3652,9.0
3656,3.0
3658,10.0
3669,1545.0
3675,1.0
3677,89.0
3679,1495.0
3685,5.0
3697,9.0
3698,3.0
3706,593.0
3715,1326.0
3718,96.0
3720,314.0
3722,351.0
3726,522.0
3730,213.0
3732,250.0
3733,148.0
3735,105.0
3736,135.0
3737,3.0
3742,579.0
3744,221.0
3746,22.0
3749,381.0
3751,77.0
3758,1.0
3759,1.0
3771,688.0
3776,92.0
3784,347.0
3790,119.0
3800,873.0
3803,1.0
3810,4.0
3816,264.0
3817,208.0
3820,18.0
3823,14.0
3824,1512.0
3825,131.0
3834,80.0
3844,106.0
3845,310.0
3853,39.0
3855,2135.0
3861,322.0
3865,8.0
3874,272.0
3875,23.0
3888,100.0
3895,257.0
3908,67.0
3909,88.0
3910,41.0
3912,644.0
3941,14.0
3950,22.0
3958,94.0
3959,447.0
4016,625.0
4033,1046.0
4036,35.0
4038,44.0
4046,2.0
4083,3.0
4104,10.0
4178,19.0
4237,4.0
4251,456.0
4253,55.0
4260,16.0
4263,1.0
4306,710.0
4307,75.0
4317,8.0
4331,238.0
4333,42.0
4336,24.0
4338,120.0
4344,1.0
4353,101.0
4355,3.0
4377,541.0
4378,25.0
4379,252.0
4383,74.0
4405,2.0
4409,53.0
4415,27.0
4429,143.0
4430,218.0
4435,10.0
4439,10.0
4440,75.0
4441,850.0
4449,367.0
4454,4.0
4456,31.0
4460,1.0
4461,2.0
4468,142.0
4475,4.0
4477,44.0
4478,2.0
4482,13.0
4483,91.0
4489,361.0
4497,4.0
4505,5.0
4508,76.0
4509,2.0
4510,15.0
4516,3.0
4519,1.0
4521,4.0
4522,46.0
4524,67.0
4529,4.0
4530,441.0
4532,1.0
4533,32.0
4535,234.0
4538,1148.0
4540,2.0
4547,212.0
4549,555.0
4550,6.0
4551,21.0
4554,169.0
4558,2.0
4562,20.0
4565,68.0
4567,72.0
4569,1.0
4570,124.0
4574,2.0
4575,1.0
4577,3.0
4578,3.0
4579,828.0
4580,55.0
4581,45.0
4584,10.0
4587,1.0
4593,4.0
4601,33.0
4604,1.0
4619,264.0
4629,4.0
4684,24.0
4691,72.0
4694,15.0
4711,1.0
4715,1.0
4743,94.0
4745,136.0
4753,32.0
4757,1.0
4776,18.0
4782,2.0
4796,21.0
4800,3.0
4806,14.0
4808,20.0
4810,1.0
4824,12.0
4831,25.0
4833,5.0
4836,2.0
4843,2278.0
4845,1.0
4848,91.0
4860,31.0
4862,22.0
4871,3.0
4873,54.0
4880,32.0
4881,2.0
4893,17.0
4896,1186.0
4909,48.0
4912,20.0
4921,21.0
4928,10.0
4929,18.0
4981,13.0
4983,18.0
4987,1.0
5020,31.0
5041,7.0
5047,2278.0
5052,449.0
5069,4.0
5107,649.0
5109,174.0
5134,29.0
5166,77.0
5175,2315.0
5187,316.0
5193,294.0
5194,3.0
5199,1.0
5206,900.0
5221,565.0
5263,168.0
5268,30.0
5273,1331.0
5288,280.0
5305,173.0
5307,10.0
5310,78.0
5326,1618.0
5327,981.0
5347,4.0
5356,88.0
5431,789.0
5446,238.0
5448,104.0
5452,919.0
5460,23.0
5529,61.0
5551,8.0
5565,132.0
5575,219.0
5579,5.0
5587,1.0
5603,68.0
5605,52.0
5607,30.0
5609,76.0
5632,56.0
5639,1.0
5640,585.0
5643,46.0
5644,5.0
5655,2.0
5656,32.0
5657,2.0
5659,54.0
5660,1.0
5662,16.0
5669,9.0
5675,18.0
5682,248.0
5685,15.0
5688,64.0
5692,243.0
5698,2.0
5707,13.0
5709,10.0
5716,54.0
5718,2.0
5724,35.0
5733,268.0
5741,32.0
5751,6.0
5755,21.0
5769,22.0
5778,75.0
5782,8.0
5796,485.0
5813,3.0
5826,131.0
5837,18.0
5863,1.0
5867,227.0
5881,45.0
5896,2.0
5934,524.0
5948,109.0
5949,8.0
5951,2.0
5953,276.0
5954,102.0
5955,310.0
5959,128.0
5960,12.0
5961,3.0
5963,4.0
6035,260.0
6044,249.0
6052,26.0
6067,3163.0
6073,117.0
6075,517.0
6082,1.0
6101,29.0
6111,70.0
6118,3.0
6130,1.0
6131,42.0
6133,584.0
6134,375.0
6136,349.0
6140,95.0
6148,140.0
6149,133.0
6153,57.0
6158,146.0
6162,65.0
6170,5.0
6177,561.0
6188,198.0
6192,11.0
6198,100.0
6200,2.0
6202,3.0
6205,475.0
6206,765.0
6220,36.0
6238,35.0
6239,101.0
6260,1.0
6263,145.0
6264,80.0
6285,68.0
6291,64.0
6295,6.0
6297,163.0
6300,331.0
6305,1018.0
6306,139.0
6322,134.0
6346,20.0
6349,212.0
6362,151.0
6372,185.0
6391,56.0
6395,43.0
6397,385.0
6401,48.0
6408,4.0
6409,54.0
6412,14.0
6414,470.0
6415,192.0
6419,22.0
6424,48.0
6431,269.0
6435,348.0
6440,90.0
6442,315.0
6447,49.0
6448,5.0
6453,26.0
6455,830.0
6458,39.0
6461,20.0
6462,14.0
6470,5.0
6471,3280.0
6479,31.0
6481,62.0
6485,3.0
6490,841.0
6491,13.0
6493,21.0
6495,18.0
6500,1029.0
6502,255.0
6505,272.0
6522,6.0
6526,856.0
6527,52.0
6528,13.0
6529,310.0
6530,4.0
6536,5.0
6540,461.0
6548,1.0
6555,1075.0
6566,172.0
6582,222.0
6585,1.0
6598,87.0
6605,64.0
6617,21.0
6621,147.0
6622,846.0
6624,31.0
6645,17.0
6667,1286.0
6682,1.0
6693,40.0
6716,24.0
6787,59.0
6797,21.0
6799,415.0
6813,531.0
6944,265.0
7050,988.0
7082,63.0
7094,54.0
7132,3.0
7142,78.0
7146,32.0
7154,127.0
7158,10.0
